Reference Number,Origin City ,Origin State,Origin Zip,Origin Country,Destination City,Destination State,Destination Zip,Destination Country,Pickup Date,Freight Class,Weight,Hazardous,Scac 
PSD3037673,SUN VALLEY,CA,91352,USA,VINITA PARK,MO,63114,USA,9/26/2011,50,2595,FALSE,
KAS3039701,South El Monte,CA,91733,USA,CANFIELD,OH,44406,USA,9/26/2011,60,733,FALSE,
10Y3017373,LAKE FOREST,CA,92630,USA,BETTENDORF,IA,52722,USA,9/26/2011,70,982,FALSE,
MER3033630,CARSON,CA,90745,USA,COLUMBUS,OH,43201,USA,9/26/2011,100,376,FALSE,
RIC3035407,Fontana,CA,92337,USA,Dixon,IL,61021,USA,9/26/2011,85,300,FALSE,
HCG2934935,WHITTIER,CA,90601,USA,Newcastle,ME,04553,USA,9/26/2011,150,902,FALSE,
KAS3036182,ROSEMEAD,CA,91770,USA,CHICAGO,IL,60640,USA,9/26/2011,125,650,FALSE,
LAC3036905,LONG BEACH,CA,90805,USA,PINEBROOK,NJ,07058,USA,9/26/2011,60,3542,FALSE,
LBC3036993,Vernon,CA,90058,USA,Laredo,TX,78045,USA,9/26/2011,250,1545,FALSE,
BNW2937439,FONTANA,CA,92335,USA,COOPERSTOWN,NY,13326,USA,9/26/2011,70,325,FALSE,
LBC3037736,TORRANCE,CA,90502,USA,BERWICK,PA,18603,USA,9/26/2011,60,1730,FALSE,
LBC3037742,TORRANCE,CA,90502,USA,MARIETTA,GA,30008,USA,9/26/2011,60,1823,FALSE,
KAS3037786,Ontario,CA,91761,USA,FARMINGTON,MI,48331,USA,9/26/2011,150,150,FALSE,
KAS3037805,Sun Valley,CA,91352,USA,Luverne,AL,36049,USA,9/26/2011,70,1500,FALSE,
AEA2937951,INGLEWOOD,CA,90302,USA,Jacksonville,FL,32209,USA,9/26/2011,70,200,FALSE,
AEA2937962,Gardena,CA,90248,USA,Augusta,GA,30904,USA,9/26/2011,50,995,FALSE,
AEA2937964,Gardena,CA,90248,USA,Watkinsville,GA,30677,USA,9/26/2011,100,850,FALSE,
MMM3038302,Orange,CA,92867,USA,Highlands,NC,28741,USA,9/26/2011,85,350,FALSE,
AGM3038311,GLENDALE,CA,91201,USA,Morrow,GA,30260,USA,9/26/2011,100,2244,FALSE,
SBC3038425,Santa Ana,CA,92705,USA,SAINT LOUIS,MO,63110,USA,9/26/2011,100,1900,FALSE,
NSH3038675,LA PUENTE,CA,91744,USA,STERLING HEIGHTS,MI,48310,USA,9/26/2011,70,1066,FALSE,
KAS3038677,Los Angeles,CA,90040,USA,TAMPA,FL,33619,USA,9/26/2011,65,238,FALSE,
JNWQ5476499,Commerce,CA,90023,USA,Big Spring,TX,79720,USA,9/26/2011,300,400,FALSE,
MER3038892,Los Angeles,CA,90040,USA,New Caney,TX,77357,USA,9/26/2011,125,625,FALSE,
SAC3038936,Rancho Cucamonga,CA,91730,USA,HOUSTON,TX,77054,USA,9/26/2011,70,463,FALSE,
KAS3039002,Orange,CA,92865,USA,WAPPINGERS FALLS,NY,12590,USA,9/26/2011,85,640,FALSE,
KAS3039012,Murrieta,CA,92563,USA,HOUSTON,TX,77057,USA,9/26/2011,92.5,167,FALSE,
LBC3039018,Paramount,CA,90723,USA,houston,TX,77027,USA,9/26/2011,77.5,140,FALSE,
LBC3039046,Paramount,CA,90723,USA,PORTLAND,ME,04103,USA,9/26/2011,77.5,185,FALSE,
SFWQ5484935,Corona,CA,92882,USA,NEW BERLIN,WI,53151,USA,9/26/2011,55,1165,FALSE,
KAS3039093,Los Angeles,CA,90040,USA,HOUSTON,TX,77007,USA,9/26/2011,65,734,FALSE,
SPR3039113,SAN DIEGO,CA,92123,USA,Monett,MO,65708,USA,9/26/2011,92.5,1500,FALSE,
SBC3039125,Oxnard,CA,93033,USA,FAIR LAWN,NJ,07410,USA,9/26/2011,70,2350,FALSE,
MMM3039198,Carson,CA,90745,USA,NEW BERLIN,WI,53151,USA,9/26/2011,55,1885,FALSE,
ILS3039229,Riverside,CA,92518,USA,Lenexa,KS,66215-1300,USA,9/26/2011,50,2190,FALSE,
PDN3039243,Pasadena,CA,91105,USA,Columbus,OH,43213,USA,9/26/2011,150,200,FALSE,
FAR3039276,San Diego,CA,92154,USA,MENOMONEE FALLS,WI,53051,USA,9/26/2011,60,503,FALSE,
LAC3039366,LOS ANGELES,CA,90063,USA,GREEN BAY,WI,54311,USA,9/26/2011,150,400,FALSE,
SGA3039415,Long Beach,CA,90805,USA,Gratzq,PA,17030,USA,9/26/2011,70,460,FALSE,
LBC3039464,Santa Fe Springs,CA,90670,USA,Bloomington,IN,47403,USA,9/26/2011,150,335,FALSE,
SFWQ5487570,Grand Terrance,CA,92313,USA,Roanoke,TX,76262,USA,9/26/2011,175,200,FALSE,
GRR3039664,Santa Fe Springs,CA,90670,USA,Grandville,MI,49418,USA,9/26/2011,85,344,FALSE,
MDSQ5486449,Los Angeles,CA,90079,USA,Hartford,CT,06120,USA,9/26/2011,85,405,FALSE,
MMM3039742,Gardena,CA,90249,USA,Athens,GA,30607,USA,9/26/2011,85,625,FALSE,
PSD3039762,Arcadia,CA,91006,USA,Kingston,NY,12401,USA,9/26/2011,70,1220,FALSE,
FAR3039764,SOUTH EL MONTE,CA,91733,USA,Bloomington,MN,55438,USA,9/26/2011,125,680,FALSE,
SGA3039779,Los Angeles,CA,90039,USA,Woodside,NY,11377,USA,9/26/2011,100,400,FALSE,
PSD3039782,Arcadia,CA,91006,USA,Coconut Creek,FL,33073,USA,9/26/2011,70,570,FALSE,
LAC3039836,LOS ANGELES,CA,90058,USA,MILWAUKEE,WI,53204,USA,9/26/2011,125,326,FALSE,
PDN3040042,Pasadena,CA,91103,USA,CALDWELL,NJ,07006,USA,9/26/2011,70,6732,FALSE,
KAS3040076,Los Alamitos,CA,90720,USA,Decatur,IL,62525,USA,9/26/2011,92.5,198,FALSE,
KAS3040104,City of Industry,CA,91748,USA,OSCEOLA,IN,46561,USA,9/26/2011,85,1792,FALSE,
KAS3040170,Santa Ana,CA,92704,USA,GUMMING,GA,30041,USA,9/26/2011,55,556,FALSE,
PSD3040173,AZUSA,CA,91702,USA,St Louis,MO,63110,USA,9/26/2011,77.5,205,FALSE,
SGA3040188,City of Industry,CA,91789,USA,WILLOUGHBY,OH,44094,USA,9/26/2011,70,840,FALSE,
KAS3040224,Ontario,CA,91761,USA,LAREDO,TX,78045,USA,9/26/2011,150,857,FALSE,
MMM3040227,BELL,CA,90201,USA,Jefferson,OH,44047,USA,9/26/2011,85,100,FALSE,
ULRD3040228,"Irvine,",CA,92614,USA,LAREDO,TX,78045,USA,9/26/2011,60,524,FALSE,
KAS3040241,Santa Ana,CA,92704,USA,MIAMI,FL,33142,USA,9/26/2011,55,1745,FALSE,
OKC3040279,LA,CA,90057,USA,LAREDO,TX,78043,USA,9/26/2011,50,350,FALSE,
SEA3040305,Anaheim,CA,92806,USA,Carrollton,TX,75006,USA,9/26/2011,100,287,FALSE,
KAS3040311,Vista,CA,92081,USA,Columbus,OH,43219,USA,9/26/2011,92.5,2758,FALSE,
HCG2933897,City of Industry,CA,91789,USA,CLINTON TOWNSHIP,MI,48035,USA,9/26/2011,125,9500,FALSE,
LBC3040332,Pico Rivera,CA,90660,USA,Seymour,TN,37865,USA,9/26/2011,70,2240,FALSE,
MG3040356,Anaheim,CA,92802,USA,Orlando,FL,32824,USA,9/26/2011,65,3662,FALSE,
LAC3040361,LONG BEACH,CA,90805,USA,TAUNTON,MA,02780,USA,9/26/2011,85,1700,FALSE,
LAC3040440,LONG BEACH,CA,90805,USA,MILLBURN,NJ,07041,USA,9/26/2011,85,1500,FALSE,
HOU3040463,COMMERCE,CA,90022,USA,HOUSTON,TN,77041,USA,9/26/2011,70,650,FALSE,
LAC3040465,LONG BEACH,CA,90805,USA,BRICK,NJ,08724,USA,9/26/2011,85,1640,FALSE,
AEA2940383,City of Industry,CA,91746,USA,North Mankato,MN,56003,USA,9/26/2011,125,745,FALSE,
HAR3040493,CARSON,CA,90745,USA,LAREDO,TX,78041,USA,9/26/2011,65,3565,FALSE,
ROS2940400,Chino,CA,91710,USA,Lexington,KY,40505,USA,9/26/2011,250,120,FALSE,
AEA2940401,Chatsworth,CA,91911,USA,North Mankato,MN,56003,USA,9/26/2011,125,709,FALSE,
LAC3040501,LONG BEACH,CA,90805,USA,YOUNGSTOWN,OH,44512,USA,9/26/2011,85,3000,FALSE,
10Y3040533,IRVINE,CA,92618,USA,PLAINFIELD,IN,46168,USA,9/26/2011,70,660,FALSE,
SGA3040572,Chino,CA,91710,USA,Irving,TX,75060,USA,9/26/2011,70,210,FALSE,
LAC3040587,LONG BEACH,CA,90805,USA,COMMACK,NY,11725,USA,9/26/2011,85,3564,FALSE,
SBC3040611,Santa Fe Springs,CA,90670,USA,Englewood,FL,34223,USA,9/26/2011,65,400,FALSE,
MG3040684,RANCHO SANTA MARGARITA,CA,92688,USA,Lexington,NC,27295,USA,9/26/2011,85,150,FALSE,
WES3040707,SANTA BARBARA,CA,93103,USA,PEACHTREE CITY,GA,30269,USA,9/26/2011,60,260,FALSE,
KAS3040771,Fullerton,CA,92831,USA,Gas City,IN,46933,USA,9/26/2011,70,700,FALSE,
LAC3040775,LONG BEACH,CA,90805,USA,HICKSVILLE,NY,11801,USA,9/26/2011,85,1300,FALSE,
KAS3040784,Fullerton,CA,92831,USA,Gas City,IN,46933,USA,9/26/2011,70,1400,FALSE,
AEA2940752,REDONDO BEACH,CA,90278,USA,Roanoke,AL,36274,USA,9/26/2011,150,1800,FALSE,
KAS3040804,ONTARIO,CA,91761-4555,USA,CORALVILLE,IA,52241,USA,9/26/2011,125,265,FALSE,
KASQ5489632,Riverside,CA,92508,USA,Brooklin Park,MN,55429,USA,9/26/2011,85,400,FALSE,
KAS3040859,Orange,CA,92865,USA,MIAMI BEACH,FL,33141,USA,9/26/2011,85,1550,FALSE,
KAS3040881,Fontana,CA,92336,USA,Greensboro,NC,27406,USA,9/26/2011,85,1715,FALSE,
KAS3040888,Vista,CA,92081,USA,Knoxville,TN,37922,USA,9/26/2011,65,600,FALSE,
FAR3040896,FULLERTON,CA,92831,USA,Jersey City,NJ,07307,USA,9/26/2011,400,225,FALSE,
KAS3040898,Canoga,CA,91304,USA,Boynton Beach,FL,33436,USA,9/26/2011,70,365,FALSE,
SGA3040908,Chatsworth,CA,91311,USA,dehalonega,GA,30533,USA,9/26/2011,175,1715,FALSE,
PSD3040910,El Monte,CA,91731,USA,HOUSTON,TX,77073,USA,9/26/2011,125,950,FALSE,
SGA3040911,Oxnard,CA,93030,USA,North Palm Beach,FL,33403,USA,9/26/2011,85,6280,FALSE,
PSD3040913,GLENDALE,CA,91201,USA,MIAMI,FL,33122,USA,9/26/2011,125,628,FALSE,
PSD3040919,Azusa,CA,91702,USA,HIGH POINT,NC,27263,USA,9/26/2011,250,5500,FALSE,
KAS3040930,COMPTON,CA,90220,USA,SPRING,TX,77373,USA,9/26/2011,85,2790,FALSE,
SBC3040959,VENTURA,CA,93003,USA,JACKSONVILLE,FL,32219,USA,9/26/2011,70,209,FALSE,
SFWQ5490306,Valencia,CA,91355,USA,MASPETH,NY,11378,USA,9/26/2011,85,988,FALSE,
KAS3041001,Corona,CA,92880,USA,Chicago,IL,60616,USA,9/26/2011,125,618,FALSE,
KAS3041015,Temecula,CA,92590,USA,DORAL,FL,33172,USA,9/26/2011,50,950,FALSE,
MER3041022,Los Angeles,CA,90002,USA,MOUNT STERLING,KY,40353,USA,9/26/2011,100,2100,FALSE,
FVD3041056,CARSON,CA,90746,USA,MUNCIE,IN,47302,USA,9/26/2011,65,2800,FALSE,
KAS3041058,Riverside,CA,92507,USA,MIAMI,FL,33178,USA,9/26/2011,70,712,FALSE,
KAS3041060,San Diego,CA,92110,USA,MIAMI,FL,33172,USA,9/26/2011,85,525,FALSE,
OAK2941088,COMPTON,CA,90220,USA,WEST CHESTER,OH,45069,USA,9/26/2011,150,1521,FALSE,
LBC3041081,SOUTH EL MONTE,CA,91733,USA,ISLANDIA,NY,11749,USA,9/26/2011,55,6150,FALSE,
KAS3041107,FONTANA,CA,92337,USA,Watervliet,NY,12189,USA,9/26/2011,100,500,FALSE,
DEN3041144,SANTA FE SPRING,CA,90670,USA,Pineville,NC,28134,USA,9/26/2011,100,2818,FALSE,
HAR3041155,Santa Ana,CA,92705,USA,Cary,NC,27511,USA,9/26/2011,250,100,FALSE,
ULRD3042183,Los Angeles,CA,90001,USA,Laredo,TX,78045,USA,9/26/2011,92.5,106,FALSE,
MDSQ5488939,Los Angeles,CA,90079,USA,HACKETTSTOWN,NJ,07840,USA,9/26/2011,60,411,FALSE,
SAC3051347,Rancho Cucamonga,CA,91730,USA,HOUSTON,TX,77054,USA,9/26/2011,70,410,FALSE,
MMM3057548,CALEXICO,CA,92231,USA,Tampa,FL,33614,USA,9/26/2011,85,125,FALSE,
KAS3039955,Pomona,CA,91768,USA,APPLE VALLEY,MN,55124,USA,9/26/2011,85,7000,FALSE,
HOU3036173,Signal Hill,CA,90755,USA,Houston,TX,77063,USA,9/26/2011,70,3260,FALSE,
10Y3037349,El Monte,CA,91731,USA,Atlantic City,NJ,08401,USA,9/26/2011,85,3584,FALSE,
LBC3037388,LONG BEACH,CA,90810,USA,PLYMOUTH,MN,55442,USA,9/26/2011,60,530,FALSE,
SFW2937436,City of Industry,CA,91748,USA,Pulaski,VA,24301,USA,9/26/2011,55,969,FALSE,
UEE3038672,IRWINDALE,CA,91706,USA,TRENTON,SC,29847,USA,9/26/2011,100,966,FALSE,
PSD3039092,Azusa,CA,91702,USA,Largo,FL,33774,USA,9/26/2011,100,305,FALSE,
WCC2939275,CAMARILLO,CA,93012,USA,Wilmington,MA,01887,USA,9/26/2011,150,1487,FALSE,
KAS3039433,Garden Grove,CA,92841,USA,COLUMBUS,OH,43216,USA,9/26/2011,70,395,FALSE,
10Y3039479,Pomona,CA,91766,USA,Kyle,TX,78640,USA,9/26/2011,125,886,FALSE,
KAS3039837,Carlsbad,CA,92008,USA,EDEN PRAIRIE,MN,55344,USA,9/26/2011,100,3690,FALSE,
KAS3039862,Carlsbad,CA,92008,USA,SUFFOLK,VA,23435,USA,9/26/2011,100,1076,FALSE,
LBC3040041,Gardena,CA,90247,USA,Urbandale,IA,50322,USA,9/26/2011,70,603,FALSE,
SSI3032705,Northridge,CA,91324,USA,Murray,KY,42071,USA,9/26/2011,125,395,FALSE,
MER3037174,VISTA,CA,92081,USA,FRANKLIN,TN,37067,USA,9/26/2011,70,417,FALSE,
PDN3037873,Pasadena,CA,91103,USA,CANTON,OH,44721,USA,9/26/2011,65,120,FALSE,
LAS3037965,Tustin,CA,92780,USA,Dallas,TX,75207,USA,9/26/2011,125,425,FALSE,
MER3039035,Santa Fe Springs,CA,90670,USA,FOWLER,IN,47944,USA,9/26/2011,175,250,FALSE,
MER3039119,Santa Fe Springs,CA,90670,USA,VIRGINIA BEACH,VA,23455,USA,9/26/2011,175,250,FALSE,
SSI3039264,Santa Fe Springs,CA,90670,USA,Trenton,SC,29847,USA,9/26/2011,100,725,FALSE,
MER3039407,Santa Fe Springs,CA,90670,USA,HAMPTON,VA,23669,USA,9/26/2011,175,250,FALSE,
SSI3039459,Irvine,CA,92614,USA,LANGHORNE,PA,19047,USA,9/26/2011,110,1800,FALSE,
MG3039488,ROWLAND HEIGHTS,CA,91748,USA,Lexington,NC,27295,USA,9/26/2011,60,1567,FALSE,
SSI3039503,Northridge,CA,91324,USA,Covington,KY,41011,USA,9/26/2011,125,375,FALSE,
SSI3040229,VISTA,CA,92081,USA,FRANKFORT,IN,46041,USA,9/26/2011,85,150,FALSE,
SSI3040528,Commerce,CA,90040,USA,Edison,NJ,08837,USA,9/26/2011,250,2885,FALSE,
FAR3038810,AZUSA,CA,91702,USA,Mankato,MN,56001,USA,9/26/2011,50,1480,FALSE,
BNSQ5489370,IRWINDALE,CA,91706,USA,Salem,MA,01970,USA,9/26/2011,125,180,FALSE,
SFWQ5465481,ANAHEIM,CA,92806,USA,DALLAS,TX,75236,USA,9/26/2011,150,248,FALSE,
LBC3037766,Carson,CA,90746,USA,LAREDO,TX,78045,USA,9/26/2011,85,5740,FALSE,
LBC3039426,Paramount,CA,90723,USA,Gaithersburg,MD,20879,USA,9/26/2011,60,2550,FALSE,
SFW2939699,Westlake Village,CA,91361,USA,Alcoa,TN,37701,USA,9/26/2011,55,460,FALSE,
MMM3039861,ANAHEIM,CA,92806,USA,VALDOSTA,GA,31601,USA,9/26/2011,55,275,FALSE,
LBC3040074,Paramount,CA,90723,USA,Norfolk,VA,23502,USA,9/26/2011,60,500,FALSE,
PSD3040315,Azusa,CA,91702-2838,USA,FORESTVILLE,MD,20747,USA,9/26/2011,150,415,FALSE,
SBC3040607,Los Angeles,CA,90061,USA,Alpharetta,GA,30004,USA,9/26/2011,70,424,FALSE,
LBC3040882,Vernon,CA,90058,USA,ELIZABETH,NJ,07206,USA,9/26/2011,60,1248,FALSE,
LBC3040890,Vernon,CA,90058,USA,MIAMI,FL,33147,USA,9/26/2011,125,380,FALSE,
FAR3037538,RANCHO CUCAMONGA,CA,91730,USA,St. Paul,MN,55110-3389,USA,9/26/2011,100,146,FALSE,
KAS3038883,Lake Elsinore,CA,92530,USA,WEST DES MOINES,IA,50266,USA,9/26/2011,250,290,FALSE,
KAS3037943,San Diego,CA,92154,USA,McAllen,TX,78503,USA,9/26/2011,77.5,389,FALSE,
SBC3039893,GOLETA,CA,93117,USA,FAIRFEILD,OH,45011,USA,9/26/2011,85,740,FALSE,
KAS3039922,San Diego,CA,92154,USA,TAMPA,FL,33634,USA,9/26/2011,55,1750,FALSE,
SBC3039938,GOLETA,CA,93117,USA,NEW BALTIMORE,MI,48047,USA,9/26/2011,85,1190,FALSE,
LBC3040652,Inglewood,CA,90302,USA,VIRGINIA BEACH,VA,23455,USA,9/26/2011,70,1087,FALSE,
LBC3040665,Inglewood,CA,90302,USA,NORTH ATTLEBORO,MA,02760,USA,9/26/2011,70,1908,FALSE,
10Y3040700,LA PUENTE,CA,91744,USA,Bettendorf,IA,52722,USA,9/26/2011,60,1380,FALSE,
NSH3040952,Temecula,CA,92590,USA,Stuart,FL,34994,USA,9/26/2011,70,940,FALSE,
PSD3040172,El Monte,CA,91731,USA,ARLINGTON,TX,76011,USA,9/26/2011,100,1134,FALSE,
PSD3040677,El Monte,CA,91731,USA,ST PAUL,MN,55106,USA,9/26/2011,100,724,FALSE,
PSD3039958,El Monte,CA,91731,USA,HUDSON,NH,03051,USA,9/26/2011,92.5,315,FALSE,
KAS3040285,Solana Beach,CA,92075,USA,NORTHFIELD,MN,55057,USA,9/26/2011,125,209,FALSE,
FAR3040645,Duarte,CA,91010,USA,HOUSTON,TX,77062,USA,9/26/2011,150,140,FALSE,
LAC3040958,SANTA FE SPRINGS,CA,90670,USA,NILES,IL,60714,USA,9/26/2011,60,473,FALSE,
LBC3041031,Gardena,CA,90248,USA,KENILWORTH,NJ,07033,USA,9/26/2011,100,4244,FALSE,
LAC3043282,Corona,CA,92879,USA,GALLIPOLIS,OH,45631,USA,9/26/2011,92.5,1891,FALSE,
LBC3044103,Commerce,CA,90040,USA,Knightsdale,NC,27545,USA,9/27/2011,100,550,FALSE,
TAC3041982,Garden Grove,CA,92841,USA,KIMBALL,NE,69145,USA,9/27/2011,70,342,FALSE,
FSD3042899,BUENA PARK,CA,90620,USA,SIOUX FALLS,SD,57106,USA,9/27/2011,150,2453,FALSE,
SBC3044148,Long Beach,CA,90815,USA,Penninsula,OH,44264,USA,9/27/2011,85,278,FALSE,
RIC3033861,El Monte,CA,91731,USA,CLEVELAND,OH,44111,USA,9/27/2011,85,2370,FALSE,
SBL3035118,COMPTON,CA,90220,USA,Forest,VA,24551,USA,9/27/2011,65,1992,FALSE,
PIT3038489,San Deigo,CA,92154,USA,Pittsburgh,PA,15213,USA,9/27/2011,60,1575,FALSE,
SBC3038576,MOORPARK,CA,93021,USA,ALLENTOWN,PA,18106,USA,9/27/2011,150,241,FALSE,
SBC3038644,MOORPARK,CA,93021,USA,FT. LAUDERDALE,FL,33312,USA,9/27/2011,70,417,FALSE,
SBC3038737,MOORPARK,CA,93021,USA,MANCHESTER,NH,03103,USA,9/27/2011,125,353,FALSE,
MDSQ5486967,Los Angeles,CA,90079,USA,DFW Airport,TX,75261,USA,9/27/2011,100,1305,FALSE,
LBC3039138,WHITTIER,CA,90601,USA,WILLIAMSBURG,VA,23185,USA,9/27/2011,70,800,FALSE,
RIC3039595,Vista,CA,92081,USA,CLARKSBURG,NJ,08510,USA,9/27/2011,200,230,FALSE,
LBC3040111,N. Hollywood,CA,91605,USA,Dallas,TX,75207,USA,9/27/2011,70,1300,FALSE,
KAS3040123,Carlsbad,CA,92009,USA,Farmington Hills,MI,48331,USA,9/27/2011,125,930,FALSE,
MG3040223,VENTURA,CA,93003,USA,Lexington,NC,27295,USA,9/27/2011,60,1300,FALSE,
JNWQ5480476,MIRA LOMA,CA,91752,USA,WARMINSTER,PA,18974,USA,9/27/2011,125,709,FALSE,
JNWQ5485639,CARSON,CA,90746,USA,WARMINSTER,PA,18974,USA,9/27/2011,125,282,FALSE,
ULRD3040918,Rancho Dominguez,CA,90220,USA,Laredo,TX,78045,USA,9/27/2011,100,452,FALSE,
MER3040931,Pico rivera,CA,90660,USA,CARUTHERSVILLE,MO,63830,USA,9/27/2011,70,2850,FALSE,
KAS3040960,LA MIRADA,CA,90638,USA,MAHWAH,NJ,07430,USA,9/27/2011,175,984,FALSE,
KAS3041020,COMPTON,CA,90220,USA,AUSTIN,TX,78744,USA,9/27/2011,65,5639,FALSE,
CHA3041041,COSTA MESA,CA,92626,USA,Mooresville,NC,28117,USA,9/27/2011,70,913,FALSE,
SBC3041149,CAMARILLO,CA,93012,USA,Royersford,PA,19468,USA,9/27/2011,55,220,FALSE,
SSI3041151,Santa Fe Springs,CA,90670,USA,Houston,TX,77086,USA,9/27/2011,50,571,FALSE,
SGA3041165,Westlake Village,CA,91362,USA,Greendale,WI,53129-1878,USA,9/27/2011,92.5,210,FALSE,
PSD3041170,Baldwin Park,CA,91706,USA,GRAND PRAIRIE,TX,75052,USA,9/27/2011,150,685,FALSE,
MDSQ5490797,Canoga Park,CA,91304,USA,Griffith,IN,46319,USA,9/27/2011,85,1500,FALSE,
SSI3041420,SANTA ANA,CA,92704,USA,INDIANAPOLIS,IN,46234,USA,9/27/2011,55,3480,FALSE,
ILS3041784,Mentone,CA,92359,USA,INDIANAPOLIS,IN,46226,USA,9/27/2011,60,632,FALSE,
ILS3041788,Mentone,CA,92359,USA,Grandville,MI,49418-1253,USA,9/27/2011,60,928,FALSE,
ILS3041792,Mentone,CA,92359,USA,Kettering,OH,45420,USA,9/27/2011,60,3744,FALSE,
SGA3041817,Long Beach,CA,90805,USA,West Roxburry,MA,02132,USA,9/27/2011,70,315,FALSE,
KAS3042011,Vista,CA,92081,USA,LAREDO,TX,78045,USA,9/27/2011,92.5,334,FALSE,
KAS3042056,Anaheim,CA,92806,USA,"Philadelphia,",PA,19120,USA,9/27/2011,200,120,FALSE,
KAS3042059,San Diego,CA,92111,USA,Wheeling,IL,60090,USA,9/27/2011,92.5,190,FALSE,
KAS3042143,Vista,CA,92081,USA,Wentworth,SD,57075,USA,9/27/2011,55,1046,FALSE,
ILS3042157,La Mirada,CA,90638,USA,Urbana,IL,61802-7345,USA,9/27/2011,70,355,FALSE,
10Y3042234,Paramount,CA,90723,USA,WICHITA,KS,67214,USA,9/27/2011,60,4175,FALSE,
SGA3042247,Buena Park,CA,90622,USA,Louisville,KY,40203,USA,9/27/2011,50,356,FALSE,
LAC3042280,Los Angeles,CA,90040,USA,INDIANAPOLIS,IN,46268,USA,9/27/2011,125,430,FALSE,
PDN3042282,Pasadena,CA,91105,USA,Columbus,OH,43213,USA,9/27/2011,150,200,FALSE,
JNWQ5492694,San Bernardino,CA,92408,USA,West Caldwell,NJ,07006,USA,9/27/2011,60,650,FALSE,
SBC3042360,West Lake Village,CA,91361,USA,BEVERELY,MA,01915,USA,9/27/2011,200,159,FALSE,
PDN3042368,Pasadena,CA,91105,USA,West Chester,OH,45069,USA,9/27/2011,150,200,FALSE,
KAS3042453,San Diego,CA,92121,USA,GWYNN OAK,MD,21207,USA,9/27/2011,65,360,FALSE,
FAR3042519,TORRANCE,CA,90502,USA,MINNEAPOLIS,MN,55447,USA,9/27/2011,85,4354,FALSE,
ALT3042537,Van Nuys,CA,91406,USA,ELGIN,IL,60123,USA,9/27/2011,77.5,200,FALSE,
HOU3042569,SANTA FE SPRINGS,CA,90670,USA,Houston,TX,77092,USA,9/27/2011,70,604,FALSE,
CAN2942735,ORANGE,CA,92867,USA,Aurora,OH,44202,USA,9/27/2011,250,588,FALSE,
KAS3042636,Santa Ana,CA,92704-5316,USA,St. Petersburg,FL,33713,USA,9/27/2011,70,237,FALSE,
DT3042692,Chino,CA,91710,USA,HOUSTON,TX,77003,USA,9/27/2011,70,390,FALSE,
KAS3042713,Placentia,CA,92870,USA,Houston,TX,77093,USA,9/27/2011,70,175,FALSE,
KAS3042801,IRVINE,CA,92614,USA,BATAVIA,IL,60510,USA,9/27/2011,60,400,FALSE,
SBC3042815,West Lake Village,CA,91361,USA,TERRE HAUTE,IN,47802,USA,9/27/2011,200,150,FALSE,
KAS3042842,Lake Elsinore,CA,92530,USA,New Albany,IN,47150-7233,USA,9/27/2011,100,857,FALSE,
SGA3042847,Chino,CA,91710,USA,Houston,TX,77039,USA,9/27/2011,70,590,FALSE,
KAS3042856,Santa Ana,CA,92704,USA,AUSTIN,TX,78746,USA,9/27/2011,55,1070,FALSE,
PSD3042870,MONROVIA,CA,91016,USA,WEST PALM BEACH,FL,33404,USA,9/27/2011,60,2544,FALSE,
PSD3042930,El Monte,CA,91731,USA,BIRMINGHAM,AL,35224,USA,9/27/2011,125,650,FALSE,
KAS3042944,Ontario,CA,91761,USA,Philadelphia,PA,19125,USA,9/27/2011,250,450,FALSE,
KAS3043008,CITY OF INDUSTRY,CA,91748,USA,PHILA,PA,19124,USA,9/27/2011,92.5,1962,FALSE,
PSD3043010,Anaheim,CA,92806,USA,Jackson,TN,38305,USA,9/27/2011,100,175,FALSE,
AIS3043056,San Fernando,CA,91340,USA,West New York,NJ,07093,USA,9/27/2011,100,300,FALSE,
LAC3043063,LOS ANGELES,CA,90016,USA,Dallas,TX,75204,USA,9/27/2011,250,300,FALSE,
KAS3043078,San Diego,CA,92121,USA,Bloomington,IN,47404,USA,9/27/2011,125,184,FALSE,
MER3043093,Los Angeles,CA,90040,USA,Laredo,TX,78045,USA,9/27/2011,150,176,FALSE,
WCC2943325,GARDEN GROVE,CA,92841,USA,CLEARWATER,FL,33760,USA,9/27/2011,125,1195,FALSE,
KAS3043117,Santa Ana,CA,92704,USA,BOCA  RATION,FL,33432,USA,9/27/2011,55,1493,FALSE,
KAS3043152,Los Angeles,CA,90040,USA,DALLAS,TX,75243,USA,9/27/2011,65,654,FALSE,
KAS3043179,San Diego,CA,92121,USA,Midland,GA,31820,USA,9/27/2011,125,297,FALSE,
SFWQ5490341,NORTH HOLLYWOOD,CA,91601,USA,Charlotte,NC,28217,USA,9/27/2011,85,200,FALSE,
KAS3043234,San Diego,CA,92121,USA,Norfolk,VA,23502,USA,9/27/2011,125,562,FALSE,
JUB3043243,COMPTON,CA,90220,USA,AIKEN,SC,29808,USA,9/27/2011,55,365,FALSE,
BRKQ5494510,Santa Ana,CA,92705,USA,Lincoln,NE,68521,USA,9/27/2011,125,400,FALSE,
KASQ5494041,Fullerton,CA,92833,USA,WHITEHALL,MI,49461,USA,9/27/2011,65,1838,FALSE,
ULRD3043315,Moorpark,CA,93021,USA,Laredo,TX,78045,USA,9/27/2011,55,447,FALSE,
